reviewerID,reviewText,overall,asin,helpful,reviewerName,unixReviewTime,summary,reviewTime
A2KNN7Y0YVZ14M,use clay assum clay pain use tri differ brand know better clay fall apart tri use veri mild clay isn bad thing want better result recommend anoth brand,2.0,B003POLA84,"[1, 1]",M. Dietz,1382486400,Not the best Clay,"10 23, 2013"
A1ZHTBTBO99KD4,found soft everythin hand nail such doesn pick up everyth go over same surfac 2 3 time glossi smooth finish yellow color clay seem ad paint color start come clay go over surfac good,2.0,B003POLA84,"[0, 0]",MellonC,1395014400,too soft - doesn't pick up all dirt,"03 17, 2014"
A2HKUM9OEBQKDW,experi probabl except unit bought sever hundr peopl 4 star plus rate open packag lift out thought babi rattl electr devic shouldn loos piec insid think electr short blow up expens electron didn even tri plug m blame seller manufactur qualiti control issu unit packag arriv intact,1.0,B003Q54V88,"[2, 3]",Kona Mike,1371772800,First thing I've ever returned to Amazon - Not blaming seller,"06 21, 2013"
A3L8YH446HUCVM,flexibl thought sand bu join two edg togeth simpl crack oppos total separ part failur plastic bond open up along crack lie want make plastic tab join larger part have 1 inch crack re appear flat surfac doubt addit info tri use attach differ plastic togetrh effect stuff useless repeat bond plastic end up glaze putti perman adhes break easili ould rate stuff zero star possib ugh,1.0,B003S2E4UE,"[0, 1]",Dallas viewer,1364515200,Better off using silly putty,"03 29, 2013"
A2UFNB9REUD4I3,went easi enough dri hard materi work well type composit work old pellet gun stock state bond type materi guess one,2.0,B003S2E4UE,"[0, 0]","Robert J. Curry ""Bob Curry""",1402358400,Not good on some plastics,"06 10, 2014"
A6I0LUYEHG4KC,bought substitut lambswool mitt wash mitt larg veri heavi clumsi wet inner line prevent spin mitt hand expos unus side inner line cling hand microfib 34 finger 34 easilti catch car trim won use again wash car,1.0,B003TTL0TE,"[1, 4]",Timazon,1396828800,"Too Big and Heavy, Hard To Use For Washing Car","04 7, 2014"
AS5Y2CHTD31NC,bought stuff didn clean anyth chrome rim worthless crap wouldn mind get money back red bottl goop,1.0,B003TTRORQ,"[1, 2]",Scott C. Smith,1397779200,cheap rim cleaner from walmart works better than this crap,"04 18, 2014"
A1A14CF173OQJ4,good clean tub believ descript work tub bathroom took lot elbow greas anyth end up use thedico 541 786 21 2 nyalox cup brush 21 2 inch blue 240 grit work great,2.0,B003TU662Y,"[0, 1]",Stephen Cirelli,1387324800,Not good for cleaning tubs,"12 18, 2013"
A1F9Z42CFF9IAY,pump near good lead believ leak car wash liquid microfib deterg even done continu drip make big mess mayb work better someth thicker wax regret purchas better pour liquid out contain instead,1.0,B003U4TL3U,"[0, 0]",T. Tom,1380499200,Nearly useless for liquids,"09 30, 2013"
AXVDOVICKXGW4,well ive never heard befor product jack unab lift car high enough 2 ton jack reccomend along product unless dam even driveway jack lift littl bit higher,1.0,B003UM42J0,"[7, 8]","Derek Mitchell ""Runeknight95""",1337817600,Only another inch...,"05 24, 2012"
A5P796BS7E515,good except outlet hole small perfect made hole bigger,2.0,B003UT6LCO,"[1, 3]",S. J. KIM,1375488000,The outlet hole is too small,"08 3, 2013"
A1F9Z42CFF9IAY,area miss rins befor dri soap leav major water spot water water measur 40 70 ppm tds scale miner deposit water spot happen soap car sun allow dri car simpli wipe down insid door jam well etc ve definit better luck car wash soap,1.0,B003UX3T34,"[0, 0]",T. Tom,1381968000,Leaves water spots too easily,"10 17, 2013"
ADC433VUZKOGW,m big fan chemic guy product d applic wast money wast time use notic problem poarticular product blue plastic sleev hold foam applic seen product pictur immedi upon contact tire rubber surfac foam come out plastic sleev repeat tri applic sever differ piec happen over over each color un impress product don wast money look nifti fanci hard want qualiti chemic guy applic green black contour applic section superb ll mark down abherr,1.0,B003UXFNTW,"[5, 6]",Todd G. Standland,1357948800,Not Pleased At All,"01 12, 2013"
A30R8VFR16RE32,total unimpress ride motorcycl peopl ride use waterless car cycl wash product time tri mani mani differ varieti along line product griot garag 11285 spray car wash kit leav much desir leav bug road grime leav less shini end result towel great price 29 99 one bottl three towel far overpr recommend ez detail awesom appli even clean bug road grime leav shini bike see here direct websit case ez wax 579221 detail waterless clean wax 4 packi think buy home site sometim send free towel order cyclic special offer hope save 30 buck lol,2.0,B003V3RVWI,"[3, 6]",Kristin,1359417600,Get the EZ Detailer instead!,"01 29, 2013"
A2KY76HK8DYRL3,kit come sever microfib cloth larg jug interior cleaner pretti sizabl bottl leather care spray impress overal m go ere side caution particular leather kit won harm factori dy leather market leather up grab doesn state ingredi anywher bottl packag clear veri strong alcohol chemic smell like hospit cleaner smell dissip 10 minut wouldn brand new leather smell afterward doubt clean leather within inch lfe condit leather suppl soft moisturi much horror stori strip leather believ possibl base smell choos tri definit make sure spot test inconspicu area first make sure area well ventil think work wonder re deal musti mildewi smell way recommend condit lotion leather care spray clean ve tri sever leather cleaner condition coat shoe accessori blue magic name brand decent result noth potent smell believ someth smell industri alcohol laden good leather long term,2.0,B003V3TQEE,"[0, 0]",A Book a Day,1358121600,"Not sure what's in it, and not sure it's worth the risk","01 14, 2013"
ATI35LDGKQ8S4,price qualiti buzz expect more wiper realli out noth special especi treat window rain x yourself given larg length loos friction toward tip see leav water behind updat wiper loos traction even clean blade still doesn wipe well first day bad ve use coupl time past 3 month purchas,2.0,B003V4T58K,"[0, 0]",Mr RG,1367884800,the far edges are the issue,"05 7, 2013"
A16HA1QAOJD6XX,onc winter hit road salt blade began caus lot smear high recommend rain x latitud,1.0,B003V4T58K,"[0, 0]","rjeii2 ""rjeii2""",1400112000,The repel formula seems to leave smears,"05 15, 2014"
A1NDLSP4GCL3XD,wiper noisi leav streak tell weren well made right took out packag pay,1.0,B003V4T58K,"[0, 0]","SeattleCirca1981 ""Circa1981""",1365724800,These wipers are garbage.,"04 12, 2013"
A1TEBSNK5A9XX9,thought compani consist product valu plastic hook bend fingertip instead last year metal hook found out lower price 3 buck 2 week bought recent thank lesson,1.0,B003VLBPJA,"[0, 0]",JUL,1365120000,Eh!,"04 5, 2013"
A2EZBKKBVLNXQ4,purchas 1 cargo net same time littl worri potenti one cheap untrustworthi ride 1600 mile motorcycl didn want worri net break thank god one terribl ll notic 2 differ net pictur product page one thick plastic look hook anoth pictur veri thin metal look hook net arriv veri thin one packag read bicycl cargo net consid heavi duti enough use motorcycl 2 more find cargo net amazon actual heavi duti find myself wonder posit review actual receiv net thicker hook recommend spend extra coupl dollar better net here one b003m694t2,1.0,B003VLBPJA,"[1, 1]",kyldh,1377561600,Rip-off. Buyer beware.,"08 27, 2013"
A3L8YH446HUCVM,yellow clear 60 use exchang brake fluid system want yellow blue see exchang fluid possibl item bewar wil unabl return through amazon,1.0,B003VXRPL0,"[0, 1]",Dallas viewer,1402617600,CLear not Yellow,"06 13, 2014"
A3EVP3WXAOP6SV,cloudi yellow headlight rx330 bought kit hope good result cloudi lens partial remov 50 better follow step close end plastic len more notic fine scratch befor basic fine sandpap system seem final coat oil base gel make plastic look wet shini doubt last more week fulli happi result whim out novus kit 1 2 3 bought amazon plastic boat around home gave len good novus 3 rub 2 final polish coat novus 1 honest think result much better rain x kit less scratch seem more effect think novus 1 2 3 kit cost around 12 rememb few year ago,2.0,B003VZLJFG,"[0, 0]",Expertreviewer,1374969600,Partial restoration only of Lexus Headlight - Novus a better option?,"07 28, 2013"
AY57N4GD6TVDP,buy new light cover deal have dim light travel carniv worth wouldn use product even free,1.0,B003VZLJFG,"[0, 5]","G-13 ""Gman""",1396569600,its a gimic,"04 4, 2014"
A2HW2SW830Y2LC,c r b spout difficult use near worthless leakproof extend outsid posit spout leakproof store insid remov gas drip everywher v o c volitil organ compound permeat through plastic over time tri camper fuel primus msr bottl aw expens now use empti can fuel south trufuel premix 50 1 product use 2 cycl string trimmer lawn blower trufuel 50fuel pre mix 50 1 2 cycl fuel 6 quart cansth can under 6 each sale tax low home depot dot approv transport gasolin tin line steel voc permeat through wall come lock child resist safeti cap remov cap pour easili motorcycl gas tank funnel c r b spout need need funnel fill one quart each carri mani need best thing free save have recycl put trash place landfil,1.0,B003WHBVDI,"[9, 11]",Happy Shopper,1346025600,"SAVE YOUR MONEY and get ""FREE"" or nearly ""FREE"" metal spare gas cans...","08 27, 2012"
A1S9E4V6HIUCMJ,terribl qualiti towel leav behind ton lint immedi began becom threadbar few month limit use towel destroy,1.0,B003YCGKA0,"[0, 0]",jda,1389830400,"Terrible quality, you get what you pay for","01 16, 2014"
A301X1Z2T4S841,bought recommend review read forest river owner group frog websit protect camper plumb hook shore water suppli attach first time reduc pressur such low level hard water come through faucet remov decent water flow perhap shore water pressur alreadi set correct pressur camper alreadi water pressur reduc built valv prove useless wast money,1.0,B003YJJHI0,"[1, 5]","J. J. DiFazio ""jjdcamper""",1367798400,Valterra water pressure reducer,"05 6, 2013"
A1XDRM8B3E6LCT,leak right out box littl hole top someon suggest diaphragm protect water line find hard believ setup same site sever week prior buy regul amazon part gave refund go email valterra see price high expect,1.0,B003YJLAIK,"[1, 2]",FireBean,1391126400,Leaks,"01 31, 2014"
A12NPKCNK7NEAQ,good job regul water pressur gave 2 star rate pressur gage quit 7 month call valyerra explain problem send new gage 6 month ago e mail still respons,2.0,B003YJLAIK,"[2, 3]",GaryHart,1387065600,RV Water Regulator,"12 15, 2013"
A6DF9OQYVGS8X,bought base good review quit disappoint receiv product finish seem decent good heft receiv entir small lot play hitch furthermor receiv get narrow allow d ring instal mine complet center uneven yes made china,2.0,B003ZE32F8,"[7, 8]",adg44,1335398400,Extremely cheap and loose fitting,"04 26, 2012"
ATVU6OJLXAROA,hitch shackl veri well construct huge flaw edg mine aren round over won fit receiv standard hitch receiv think made rees round edg squar open perfect squar guess tri save cost use squar bar stock pita,1.0,B003ZE32F8,"[0, 0]","Nate ""aquan8tor""",1386892800,NOT AS PICTURED!!  Won't fit into standard receiver!!,"12 13, 2013"
ADHB7JK4M6J7K,unlik review veri disappoint product purchas two one seem okay second more 5 10 psi accur measur check against first unit complet differ manufactur measur even crude gaug air tank measur more accur gaug price gaug veri accur reliabl case,1.0,B00404WDUC,"[8, 13]","Robert in Savannah ""robert""",1345680000,Very poor quality for the price,"08 23, 2012"
A14SN8YIYK7JNI,use 3 can low grade junk clearcoat appli basecoat glass appli finish 2 hrs later satin finish look dull shine call duplicolor refund still wait blow,1.0,B00407NK6A,"[0, 0]","A customer ""ANDY""",1377129600,DONT WASTE YOUR MONEY!!!!!,"08 22, 2013"
A1WVFNHVUDC6IL,use product fender 2004 knew perfect match thought closer probabl close look color cap spray paint walmart product better use less visibl touch up small area under door isn bad,2.0,B00407RQCY,"[0, 0]",Clark &amp; Natalie Horschel,1308960000,great for hidden areas,"06 25, 2011"
A1ECHITJFUM7P9,instal park light fender light direct didn match vehicl seem direct older model jeep wrangler manag park light cover fender signal cover need updat inform rug ridg,2.0,B0041DZ48K,"[0, 0]",Rob Gadsden,1403222400,ok,"06 20, 2014"
A2GTBEL7DQCHPM,today tri put car well guess hole attach point way small big surpris guess standard size bewar folk make useless,2.0,B0041EBSX4,"[0, 0]","ffabric ""ffabric""",1396569600,Need better info on what the product specs are,"04 4, 2014"
ANKCQ60FES3EZ,hard appli film self better profession gave up,2.0,B00433SIQI,"[0, 1]",Mack Wu,1365984000,Hard to install films your self,"04 15, 2013"
ALHWZSTAELK9I,program two remot went through process sever time time remot didn transmit onc program take sever tri right next truck work won work ten feet away factori remot put fresh batteri didn help work other re useless 2009 f150 buy risk,1.0,B00466V9AY,"[0, 0]",Scott,1336089600,Barely works. These are *not* OEM,"05 4, 2012"
A191OYZR0NJUFF,moment took out packag felt abras suspect scratch alloy clear coat wheel instead first tri 3k present instal lexani tri one winter wheel beyern wheel clean alright lo behold wheel now hundr micro fine scratch over materi way abras alloy clear coat wheel liter feel scrub brush use clean shower anyway re great clean calip ll use,2.0,B00469L32A,"[5, 7]",AJ,1349568000,Hundreds of Micro-fine Scratches,"10 7, 2012"
A308CSLMLOO5B0,wheel larg open between spoke guess didn think out purchas proper buy smaller open suit doesn cover enough 34 real estat 34 work use,2.0,B00469L32A,"[0, 1]",dredman1,1358726400,Doesn't work for me and my style of wheel,"01 21, 2013"
A7OG1Z5URP288,pay price 0 crack sun discolor immedi bought new set adco differ night day adco product bit more money worth penni,2.0,B0046I3I8I,"[0, 0]",Namu,1376697600,Junk,"08 17, 2013"
A18MZYDNVTX5WH,compani delet review repost packag cheap whole led feel cheep flimsi 2 out 8 didnt even work yes know one side posit flip around veri cheap product honest expect pay 5,2.0,B0047RKS72,"[0, 1]",ccaw,1319932800,Crap,"10 30, 2011"
A5P796BS7E515,product came doa flip bulb still work tri mani time believ contact problem plastic fit small order make proper metal metal contact t10 bulb recommend jtech problem similar led bulb have dome light bulb work fine,1.0,B0047RKS72,"[0, 0]",S. J. KIM,1400630400,DOA,"05 21, 2014"
A6AU1EI1G5MY1,work well mine veri blue white look kinda white day light veri blue night updat start flicker two month use junk,2.0,B0047RV8WG,"[0, 0]",C. Frame,1386028800,They work and fit well.,"12 3, 2013"
A7WUH62TQYRHM,ok ive purchas coupl realli hot begin smell burn plastic 2 import veri bright yes high power cheaper smd shame well lesson learn superbrightl way go except alittl pricey smd veri bright won burn,2.0,B0047RV8WG,"[0, 0]",Clint,1351900800,Not very bright and could start a Fire,"11 3, 2012"
AW8ESDU0C82O0,upon led light bulb ve buy prove reliabl veri strong light penetr last long though break easili handl proper two mine broken tri insert posit,2.0,B0047RV8WG,"[1, 1]",Cushman,1341792000,Long-lasting Life,"07 9, 2012"
A3ETYC1KEQDELJ,ve lot luck led auto bulb amazon except put ford ranger 1 out 4 work return refund,1.0,B0047RV8WG,"[2, 2]","Robb Fladry ""robb_fladry""",1369180800,3 out of the 4 bulbs were dead on arrival.,"05 22, 2013"
A3CJ3DKELFXX59,veri poor made m go give 2 day befor request refund ll wait see last instal licens plate bare work play around socket fit m100 sure hit bump ll come loos turn,1.0,B0047RV8WG,"[1, 2]",TheR3alDanny,1348704000,Worked but very cheap material-10'Civic sedan ex,"09 27, 2012"
A2HJD2FLI9DNLA,found light quit bright regular 194s wherea plenti 194 led replac light bright bought 12 3 pack 4 three work 25 doa rate littl high like contact compani few dollar back,2.0,B0047RV8WG,"[3, 4]",Thomas241,1337731200,Okay,"05 23, 2012"
A2ETZFYVRCW8FD,rv weigh over 250 pound warp give way under weight lighter fifth wheel don anyth buckl under weight trailer sink right whatev ground even cement pad stink went back use pre cut hardwood plank board glad don wast money piec junk even storag bag come cheap flimsi tore one use,1.0,B00480BWBE,"[1, 1]",F. Rees,1388620800,Pure junk,"01 2, 2014"
A3SCKXNV5NQR4I,realli hope put out good light found provid less light origin,1.0,B00480FHG0,"[0, 0]",Thomas G. Watkins,1399852800,dissappointed,"05 12, 2014"
A1UVOKK606C6QH,never good reason bulb blue tint signific lower light output best use regular clear one blue tint glass,1.0,B00480FIBE,"[0, 21]",.,1351468800,Warning about tinted bulbs,"10 29, 2012"
A1XXH0FBPDZIHF,first slight differ light output whiter normal whiter look gon na go 5000k diamond vision rang turn out illeg here australia best check local law beam output length same oem becom shorter go whiter light light pretti much look although whiter light more clariti sacrific beam length whiter light intens hid opposit true peopl life bulb none think normal oem bulb reduc life bulb 75 pretti much expect out don surpris blow go over bump road ve experi few bulb out although phillip make veri good long life bulb 3300k light offer 120 longer beam whiter bulb 4000k 6000k don last end up cost fortun replac osram bulb much more durabl found still first set osram nightbreak unlimit last 8 month 20 whiter light rate let serious realli crave white light car research hid xenon kit know white light cool sensibl kind back pocket unless cash burn,1.0,B00480FIBE,"[5, 6]",Micheal G,1388534400,Osram Nightbreaker is better!,"01 1, 2014"
A10EGS56HCNHNA,extrem care instal bulb upon test out bulb found out one bulb damag upon remov bulb found out bulb coat weird materi instal remov larg number bulb think relat instal issu now stuck one usabl bulb out two,2.0,B00480FIBE,"[2, 5]",Tim,1316995200,Problem with one of lightbulb,"09 26, 2011"
A1TS2KWXWMSRJH,hid even id without hthey whiter brighter even better stock don wast time theseth rate read here paid move don buy save 30 buck,1.0,B00480FIDW,"[0, 1]",KayakWesty,1375488000,"pure crap, not brighter and not whiter and just a rip-off","08 3, 2013"
A253IOATGMT2UP,true chang fog light order high beam configur guid suggest low beam veri good symmetri obvious replac high beam headlight fog light seem well made great packag amazon great take back,2.0,B00480FIDW,"[0, 0]",R. Beaton,1378425600,Philips said these were the low beam for my MDX,"09 6, 2013"
A2KT4UHTM47PDG,don wast money bulb instal grand prix saw improv dent wallet don fall hype,2.0,B00480FIMI,"[4, 7]","Bill Hower ""Billy C. Hower""",1323561600,"Highly Overrated, No Brighter Than My Original","12 11, 2011"
A247MWMYQLC6UF,look forward brighter vision especi 2 lane blacktop highway travel realli disappoint bulb don seem better origin light 98 ford f150 order better vision final instal halogen drive fog light solv problem recommend bulb worth extra money,2.0,B00480FIMI,"[0, 0]",J. McCrary,1373846400,Not as I expected.,"07 15, 2013"
AI1SBMID464QA,last set bulb sylvania brighter last 5 month longer four month life span out dissapoint,2.0,B00480FIMI,"[0, 0]",KC,1356566400,Not very bright or long lasting,"12 27, 2012"
A1RJ4BW5Z1BNUL,m tri one more time bought last juli now 13 month later one burnt out put out great light night have life year pathet mayb bad one one burnt out touch bulb instal auto light fresh pair clean glove hand prevent skin oil transfer tri one more time move differ bulb burn out such short time again,1.0,B00480FIMI,"[0, 0]",Rattler,1342137600,Short life,"07 13, 2012"
A3JG2CYH7ZOT6W,great deal replac stock bulb expect whiter light don bother instal philip bulb one side compar stock differ trust whiter color stock,2.0,B00480GZ6G,"[0, 0]",B. MORLOCK,1383264000,2013 Prius,"11 1, 2013"
AD2BTZLVU74RN,eh 2005 acura rsx light look ident stock headlight car wouldn recommend don seem brighter anyth sort wast money opinion,2.0,B00480GZ6G,"[0, 1]",Ryan,1385683200,Same as stock...,"11 29, 2013"
A1D33H7DDMOJM9,know tricolor depend angl front yellow domin veri white led fog light make headlight look yellow fog bright enough light up road next time ll whiter bulb,2.0,B00480KPH6,"[1, 1]",Adam Edmondson,1397606400,Too much yellow,"04 16, 2014"
A20ECZO08VQT1Q,purchas 2003 silverado 1500 recommend purchas updat thermostat hous gm updat 04 05 model everyth went perfect instal until put thermostat torqu wrench set 15 lbs requir first bolt head broke befor even get tq spec remov part go local part store pickup non gm part sad instal waterpump time reus factori bolt everyth fine now sad went threw effort gm canadian part oppos chines find includ cheap bolt made tin,1.0,B00496Y4IK,"[1, 2]",joebrez,1378771200,Good unit except for included bolts,"09 10, 2013"
A2ETZFYVRCW8FD,hitch complet p o pin box 2 34 receiv box weld crook bad tell immedi nake eye upon test fit verifi crook receiv level 1 4 34 absolut excus poor workmanship even chines made product mount trailer hitch unsaf learn lesson more opt cheapest price item rug ridg asham themselv allow unit sold name,1.0,B004B61B34,"[0, 0]",F. Rees,1389484800,"Defective, Poor Quality, and Unsafe","01 12, 2014"
A2ZJ6IL2HTS9LO,orderd 4 none work until final tri work intal help other bad disc,1.0,B004B7YXOM,"[0, 0]",Jeff J. Presta Sr.,1337126400,wrong disk,"05 16, 2012"
A1MW1D60L9LAK7,bought 2011 jk fit opinion yes remov bar under seat big deal loosin up front seat bolt slide thing im 5 8 ride seat half way back aan stick out 3 5 inch out under seat couldnt push back anymor due frame part seat mean still instal hold glock 23 perfect there plent room more stuff wish wasnt deep pistol slide back reach hand drawer open up 1 2 way 8 inch mysteri thing easliy turn intop pain out,2.0,B004BWU8H8,"[0, 0]",Christopher,1394496000,gah what a project,"03 11, 2014"
A2Z99424KWK98J,purchas set 2013 subi outback 26 driver 19 passeng even though amazon fitment wouldn fit fit perfect ve read review wiper make contact center windshield far outback goe make full contact way veri quiet home liter hour ago drive sever weather consist mixtur ice sleet snow m veri happi perform m sure long last hope winter season out opinion blade better suit windshield design veri littl curvatur 2001 chevi malibu mani occas over year ve veri select purchas blade inward curv windshield 4 star don know long last full season out ll updat score updat 6 28 2013 remov wiper subaru outback few month start make lot nois rain tri clean blade multipl time noth work continu clean effect contact nois toler slight shorter oem caus onboard collis avoid system eyesight disabl dure rain clear len area effect re instal oem wiper well now ll stick subaru oem wiper,2.0,B004BXH6GI,"[0, 0]",Eddie R Lopez,1360281600,Fits 2013 Subaru Outback,"02 8, 2013"
A2SKAI16GCSEQ6,put 2005 toyota prius worthless doesn touch windscreen center 2 3 inch leav big wet streak right field view stand still highway speed differ,1.0,B004BXH6GI,"[0, 0]",Jeremy Mikesell,1329523200,Does not touch windscreen in center,"02 18, 2012"
A36SCLCL9XE4LO,wiper fit 2006 cadillac sts even thought adapt work,2.0,B004BXH6GI,"[0, 1]","P. Kasprzyk ""Paul K""",1401321600,Warning..!,"05 29, 2014"
A2CCR76AA196FT,effect noth led light bought one alreadi veri poor product wire up instruct send bulb back flash fast,2.0,B004EDF8HY,"[0, 2]",john,1383782400,"50W 6Ohm LED Load Resistors for LED Turn Signal Lights or LED License Plate Lights (Fix Hyper Flash, Warning Cancellor)","11 7, 2013"
A1EH2S92FHWZRP,m car guy use custom detail shop car detail regular m go harsh critic type product kit keep glovebox quick clean up fact doesn even includ cloth realli trial pack 2oz five product probabl intend buy larger quantiti product purpos spray window clear spray dashboard protect spray carpet upholsteri spray leather care creamthey work ok great scent lemon orang scent other lavend scent smell pretti bad opinion walk out detail shop pay few hundr buck car smell happi real concern leather care seem veri oili realli leatheriqu saddl soap product use stuff ok 90 peopl drive around ordinari car someon realli pay attent car detail actual orbit polish probabl,2.0,B004G5FKO6,"[3, 4]",Just a guy,1308700800,"Product works OK, but it is really a sample/trial pack and they are scented","06 22, 2011"
A1UTM65Y3G9HUL,review basic chip spider web crack 1 inch 1 inch noth,1.0,B004GFS2C8,"[0, 0]",Briggs,1387497600,Did NOTHING for the spider webs cracks.,"12 20, 2013"
AJ4XON673JKX6,product ok honest fix crack mayb 1 3 size penni use quit useless crack windshield even bought two basic use onc useless recommend base experi tini tini tini tini crack even requir fix mayb solut,2.0,B004GFS2C8,"[0, 0]",california_prius,1392422400,It is not what it claims to be,"02 15, 2014"
A1PJVW2GSF73E7,stuff didnt work intruct bit hard understand onc figur out product piec garbag anyway didnt realli make differ anyth made problem wors,1.0,B004GFS2C8,"[2, 4]",thejmjohnson,1352332800,Not A Good Fix,"11 8, 2012"
A17VNKKQYNJXWS,near bright other ve seen origin incandesc light assembl lot brighter gasket fit snugg hole open allow light sit loos eventu fall out use origin gasket again bright main issu twice bright,2.0,B004HAEFS2,"[0, 0]",pinky,1396051200,keep looking,"03 29, 2014"
A34O0KQV4QXWNQ,use kit lot easier expect result pretti amaz definit bit mess well worth honest think took long mask headlight blue painter tape took headlight sand buf sandpap handl ve better mine broke apart onc done first sand stage make sure appli uv protect onc month headlight plastic start suffer again edit 1 5 14 origin review headlight now back old yellowi gross appear method applic uv protect d overal new appear last over two month letdown,2.0,B004HCOE72,"[7, 8]","Dako ""Dako""",1372982400,Easy Weekend Project With Great Results,"07 5, 2013"
A30DF71BED07GG,titl see differ even appli long time probabl work better older paint meguiar specifi descript product recommend good condit surfac recommend one,2.0,B004HCOE8Q,"[3, 11]",V,1344902400,Did not see any difference on my '08 BMW,"08 14, 2012"
A3OVZ3PDXZ4NGJ,post gaug wire help decid work recommend do more research befor purchas,2.0,B004JV6OMO,"[0, 6]","Stephen Simon ""mozart""",1347148800,what gauge,"09 9, 2012"
A1J1S9E53DNAP6,thin hold much remov wax re go job proper ll find yourself chang pad dozen time do whole car easier use good micro fiber towel hand buff,2.0,B004LSJ0QW,"[1, 2]","tom4416 ""bookie monster""",1367366400,Load up way too quickly,"05 1, 2013"
A14FOM1BCWRR3L,want bonnet textur use kitchen towel add swirl scratch car product far worst qualiti seen isn even microfib clear coat safe find softer materi use car 99 cent store blue pad serious same materi dentist use bib patient feel cheap plastic sheet foam white buf pad feel dri up use rag use clean kitchen counter don wast money cheap represent shame turtlewax allow such garbag product under name brand,1.0,B004LSJ0QW,"[2, 2]",YGH,1382313600,Don't waste your money,"10 21, 2013"
A1H3LQFLOBU14F,check out coupl second touch contact truck dome light bright clean light definit look instal one contact snap circuit board end contact attach via solder connect didn take much break look ll regular incandesc bulb auto part place disappoint,2.0,B004LSTQWU,"[0, 0]",Dan,1375401600,"Good and bright, but it broke when I was installing it.","08 2, 2013"
A2JXRRS8SUB5VC,bought main charg appl laptop didn work never tri anyth comment whether work applic disappoint thought sure one work tri other lower wattag end up send back,2.0,B004MDXS0U,"[0, 1]",MiBow,1361232000,This item didn't work for my intended needs.,"02 19, 2013"
A1U6RLUA8D5DSX,first thing notic wasn seal around len hous water hous first rain storm second problem left one develop crack len visibl sign impact third thing light shake go over bump lite weak plastic fourth thing bulb halogen produc yellow light instead white end up buy anoth lamp anoth compani compar qualiti both lamp cours instal light find imperfect return out 50 buck buyer bewar,1.0,B004NSI868,"[16, 20]",Gearz,1332288000,( BUYER BEWARE ),"03 21, 2012"
A2SH6A32BE6NEV,asphault smell stunk up car lot thin optim coverag spend extra money stinger roadkil product zero smell much thicker doesn cost much more anyon done instal know pain get innard out access sheet metal go through instal someth substandard point appli somewher ventil outsid interior car industri use edit start fall panel dure winter temp routin 30s lower rate anoth notch junki,1.0,B004PILLZG,"[4, 7]","Comp Expert ""Comp""",1350000000,Stinky,"10 12, 2012"
AO377Z7UORPJ6,keep lawn mower maintain keep outsid year surpris read product intend outdoor use call compani explain product design use insid vehicl kind defeat purpos product,1.0,B004Q83TGO,"[3, 5]","TheMountainMan ""TheMountainMan""",1359849600,5W Solar Maintainer,"02 3, 2013"
A3G5MOHY1U635N,rate product one star draw attent review blade itself good materi construct water remov good tri c 19 ub passeng side gs350 work well 24 factori one driver side anco blade mold spoiler make similar appear factori wiper gs350 holder refil assembl rate product d rate 3 star high cost justifi addit benefit over factori blade refil two point want make 1 attent paid letter oe ub end blade model suggest use amazon fit guid top product page visit anco websit find specif model fit vehicl order c 20 oe c 26 oe amazon vine benefit amazon fit guid 2009 toyota highland fit order oe blade think oe stood origin equip famili own previous own toyota lexus car familiar cane handl type windshield wiper arm anco oe blade fit type connector addit product descript blade oe style spoiler even more confus oe model number refer anyway toyota lexus cane handl type wiper arm blade model end ub fit connector 2 think replac blade expens usual buy wiper blade refil dealer ten dollar two blade cost two three time depend avail rebat tri c 19 ub alongsid factori 24 blade gs350 find anco blade clean windshield better factori blade one previous car tri valeo 900 ultim blade similar anco contour same opinion although replac blade work well work better factori refil high cost make unapp find 2 3 time cost factori refil blade work 2 3 time better,1.0,B004QQLR4M,"[0, 0]","A-mazon Customer ""SPB-RU""",1367884800,"Good blade, but expensive.  Beware of different connectors -OE vs. -UB","05 7, 2013"
